title,author,publisher,publish_date,original_price,sale_price
가장 소중한 선물,조양우 저,동산문학사,2024년 01월 11일,"15,000원","13,500"
요리수 칠교+분수+구구단이 좋아 세트 전3종,요리수,위드북 기획세트,2024년 01월 15일,"141,000원","112,800"
2024 최신판 SD에듀 All-New 한국전력공사 3개년 기출+NCS+전공+모의고사 4회,SDC 편저,시대고시기획 시대교육,2024년 01월 25일,"25,000원","22,500"
2024 SD에듀 신용분석사 1부 한권으로 끝내기+무료동영상,장홍석 편저,시대고시기획 시대교육,2024년 02월 05일,"24,000원","21,600"
뚝딱뚝딱 배우는 인터넷(Microsoft Edge),IT교재연구팀 저,시대인,2024년 01월 19일,"10,000원","9,000"
2024 SD에듀 All-New SK이노베이션 생산직/기술직/교육·훈련생 온라인 필기시험 4개년 기출+모의고사 5회+무료생산직특강,SDC 편저,시대고시기획 시대교육,2024년 03월 20일,"24,000원","21,600"
우리의 감정은 우리의 것이기에,강백호 저,미다스북스(리틀미다스),2024년 01월 29일,"18,500원","16,650"
인공지능만 믿고 공부는 안 해도 될까요?,이여운 저,글라이더,2024년 01월 15일,"15,800원","14,220"
2024 소방승진 행정법,박이준 편저,이패스코리아,2024년 01월 18일,"43,000원","38,700"
타잔마을,지석환 저,생각생각,2024년 01월 07일,"20,000원","18,000"
베이비버스 생활인성동화 (전30권),편집부,리한컴퍼니(전집),2022년 01월 01일,"90,000원","81,000"
크루그먼의 경제학,"폴 크루그먼, 로빈 웰스 저/김재영, 박대근, 전병헌 역",시그마프레스,2023년 12월 01일,"45,000원","45,000"
조홍감 붉은 가을 울음 깊은 들녘이여,"김희준, 손진은, 송재학, 이종문, 이중기 저 외 1명 정보 더 보기/감추기",전망,2023년 12월 28일,"20,000원","19,000"
"왜 유명한 거야, 이 도시?",박정은 글/시은경 그림,우리학교,2024년 01월 18일,"14,000원","12,600"
2024 이유진 국어 백일기도 모의고사 [시즌2_轉(전)],이유진 편저,고시동네,2024년 01월 19일,"24,000원","21,600"
눈사람이 집으로 들어온 날,신소영 글 / 정인하 그림,보림,2024년 01월 05일,"13,000원","11,700"
"복음의 진리, 갈라디아서",김도현 저,사자와어린양,2024년 01월 12일,"19,000원","18,050"
2025 임수진 보건임용 합격이 보임 2,임수진 편저,BTB Books,2024년 01월 18일,"33,000원","29,700"
국제협상의 이해,"IIASA 저/빅토르 A. 크레메뉴크 편/차재훈 편역/김문경, 김희준 역 외 5명 정보 더 보기/감추기",한울아카데미,2024년 01월 25일,"66,000원","66,000"
국가 시스템 개혁,최종찬 저,나무한그루,2024년 01월 23일,"15,000원","13,500"
게임으로 즐기는 요리수 분수+워크북A/B 세트 전3종,요리수,위드북 기획세트,2024년 01월 15일,"78,000원","62,400"
새콤달콤 캐치 티니핑 시즌4 직소퍼즐 300pcs,편집부 저,아이누리,2024년 01월 12일,"12,000원","10,200"
"바닐라 젠의 점, 점입가경",바닐라 젠 저,라즈베리,2024년 01월 25일,"33,000원","29,700"
유아 백과사전 4권세트(동물+바다동물+공룡+새와곤충),넓은마당,지원출판사(전집),2020년 02월 10일,"62,000원","55,800"
영어 스피킹 100일의 기적,제니 리 저,넥서스,2024년 01월 25일,"17,000원","15,300"
인생 공식,"양순자, 박용인 저",가디언,2024년 01월 15일,"16,800원","15,120"
바다의 제왕,대나 스타프 저/박유진 역,뿌리와이파리,2023년 12월 28일,"22,000원","19,800"
전기기초 이론,"김홍용, 김대현 공저",일진사,2024년 01월 10일,"28,000원","25,200"
모든 존재는 특별해요,니콜라 데이비스 글/뻬뜨르 호라체크 그림/조경실 역,아름다운사람들,2024년 01월 12일,"19,800원","17,820"
위문강일기,"채윤미, 조지형 역",전남대학교출판문화원,2023년 12월 02일,"22,000원","20,900"
마음의 외침,신덕봉 저,전남대학교출판문화원,2024년 01월 03일,"5,000원","4,750"
한국 고전시가사,성호경 저,태학사,2023년 12월 29일,"50,000원","47,500"
2024 초등 6학년 교과연계 문해력 필독서 세트,"정유리, 천윤정, 김소라 글/박선하 그림",팜파스,2024년 01월 10일,"50,000원","45,000"
2024 초등 5학년 교과연계 문해력 필독서 세트,"박하연, 황순희, 정유리, 채화영 글/박선하 그림",팜파스,2024년 01월 10일,"49,000원","44,100"
김충원 스케치 노트 시리즈 3권세트/집중력 상상력 창의력,김충원 저,진선출판사(전집),2015년 08월 25일,"28,500원","25,650"
2024 초등 4학년 교과연계 문해력 필독서 세트,"채화영, 박선희, 빗살무늬 글/홍그림, 이미진 그림 외 1명 정보 더 보기/감추기",팜파스,2024년 01월 10일,"49,000원","44,100"
2024 초등 3학년 교과연계 문해력 필독서 세트,"서영선, 강민경, 박선희, 제성은 글/박연옥 그림 외 2명 정보 더 보기/감추기",팜파스,2024년 01월 10일,"41,000원","36,900"
2024 초등 2학년 교과연계 문해력 필독서 세트,"김우영 글그림/김수빈, 윤정화, 최형미, 이향 글 외 2명 정보 더 보기/감추기",팜파스,2024년 01월 10일,"52,000원","46,800"
2024 유하다요 일본어 상용한자 1026,유하다요컨텐츠개발팀 저,유하다요,2024년 01월 22일,"16,800원","15,120"
키워드로 읽는 SF,복도훈 저,b(도서출판비),2024년 01월 23일,"18,000원","17,100"
2024 초등 1학년 교과연계 문해력 필독서 세트,"오아영, 수수아, 이차윤, 미스타쿠 글그림",팜파스,2024년 01월 10일,"55,000원","49,500"
유머의 비평,복도훈 저,b(도서출판비),2024년 01월 22일,"24,000원","22,800"
ESV 성경 해설 주석 사사기·룻기,"마일즈 V. 반 펠트, 메리 윌슨 한나 저/이언 두기드, 제이 스클라, 제임스 해밀턴 편 외 1명 정보 더 보기/감추기",국제제자훈련원(DMI),,"32,000원","28,800"
2024 박문각 공무원 강성빈 행정법총론 실전동형 모의고사,강성빈 편저,박문각,2024년 01월 30일,"18,000원","16,200"
상위 0.001% 랭커의 귀환 12,유우리 저,로크미디어,2024년 01월 12일,"9,000원","8,100"
내면의 평화를 위한 요가 철학 레시피,"세이지 라운트리, 알렉산드라 데시아토 저/김지윤 역",동글디자인,2024년 01월 18일,"36,000원","32,400"
망한 가문의 검술 천재가 되었다 16,소구장 저,로크미디어,2024년 01월 12일,"9,000원","8,100"
무당패왕 10,윤신현 저,로크미디어,2024년 01월 12일,"9,000원","8,100"
"탄소제로특공대, 지구 똥구멍을 막아라!",최향숙 글/홍기한 그림,와이즈만북스(와이즈만 BOOKs),2024년 01월 20일,"13,000원","11,700"
회귀자의 슬기로운 투자생활 11,텀블러 저,영상노트,2023년 11월 22일,"9,000원","8,100"
동물에 관한 지식놀이터 3권세트,옥타비오 핀토스 글그림,킨더랜드(전집),2023년 09월 05일,"45,000원","42,750"
"성숙, 레비나스와의 시간",박동섭 저,컴북스캠퍼스,2024년 01월 24일,"18,000원","18,000"
"성숙, 레비나스와의 시간 (큰글자책)",박동섭 저,컴북스캠퍼스,2024년 01월 24일,"33,000원","33,000"
정승재 박사가 꿈꾸는 세상,정승재 저,진영사,2024년 01월 06일,"20,000원","20,000"
인류최강 남사친 8,건드리고고 저,영상노트,2023년 11월 22일,"9,000원","8,100"
2024 전기기사 실기 20개년 과년도 기출 600문제,대산전기수험연구회 저,듀오북스,2024년 01월 20일,"35,000원","31,500"
마음공부? 무엇이든 물어보세요 3,김태완 저,침묵의향기,2024년 01월 15일,"14,000원","12,600"
마법의 안경 2,에밀리 클라르케 글그림/김이슬 역,이마주,2024년 01월 05일,"15,000원","13,500"
결송유취보 역주,"이지석 편저/한상권, 김경숙, 전경목, 김현영 공역 외 6명 정보 더 보기/감추기",한국학중앙연구원,2023년 12월 10일,"28,000원","28,000"
한솔수북 초등 저학년 읽기대장 5권세트,"안도현 저/고정욱, 송언 글",한솔수북(전집),2014년 07월 25일,"57,000원","51,300"
사랑의 노래,최규학 저,시아북,2023년 12월 08일,"12,000원","10,800"
거울 앞에서,김재천 저,시아북,2023년 11월 28일,"12,000원","10,800"
2024 It's easy 화공직 공업화학,박찬혁 편저,서울고시각,2024년 02월 10일,"32,000원","28,800"
의료인을 위한 영어 듣기와 말하기 실력 향상 공부법,최단시간외국어연구회 저,수학연구사,2024년 01월 15일,"19,500원","17,550"
기후재난시대를 살아내는 법,이수경 저,궁리출판,2024년 01월 25일,"20,000원","18,000"
눈부처,이희영 저,뉴매헌,2023년 12월 22일,"12,000원","10,800"
2024 전기산업기사 필기 파이널 특강,김상훈 편저/한빛전기수험연구회 감수,윤조,2024년 02월 01일,"22,000원","19,800"
청소년육성제도론,"박주현, 박선희, 안명선, 김상범, 천전웅 공저",양서원(박철용),2023년 08월 20일,"22,000원","22,000"
한참이 지나도 유효한 사랑,김기수 저,카멜북스,2024년 01월 19일,"15,000원","13,500"
GOGO(高高) 중국어,"송진희, 임지영 저",전남대학교출판문화원,2024년 01월 30일,"19,000원","18,050"
저스트고 오사카,"원경혜, 박미희 저",시공사,2024년 01월 15일,"21,000원","18,900"
IT 게임업계인이 중국어 효율적으로 공부하는 법,최단시간외국어연구회 저,수학연구사,2024년 01월 15일,"19,500원","17,550"
기술지도사를 위한 일본어 효과적인 학습법,최단시간외국어연구회 저,수학연구사,2024년 01월 15일,"19,500원","17,550"
올해의 좋은 동시 2023,"안도현, 이안, 권영상, 유강희, 김제곤 글 외 1명 정보 더 보기/감추기",상상,2024년 01월 18일,"15,000원","13,500"
양식조리기능사 실기,(사)한국식음료외식조리교육협회 저,백산출판사,2024년 01월 10일,"13,000원","13,000"
동아시아 냉전과 역사학,"오병수, 이유표, 홍종욱, 윤상현, 심희찬 저",동북아역사재단,2023년 11월 30일,"18,000원","17,100"
4차 산업혁명의 이해,윤경배 등저,일진사,2024년 01월 25일,"28,000원","26,600"
오늘부터 술을 줄이겠습니다!,구라모치 조 저/최화연 역,보누스,2024년 01월 19일,"16,800원","15,120"
세계의 종말을 늦추기 위한 아마존의 목소리,"아이우통 크레나키 저/박이대승, 박수경 역",오월의봄,2024년 01월 17일,"15,500원","13,950"
자갈밭을 가는 사람,김영효 저,우리교육,2024년 01월 17일,"20,000원","18,000"
"음주단속, 과속 측정의 허상",안성수 저,박영사,2024년 01월 05일,"27,000원","27,000"
아즈마 히로키 (큰글자책),한송희 저,컴북스캠퍼스,2024년 01월 17일,"25,000원","25,000"
아즈마 히로키,한송희 저,컴북스캠퍼스,2024년 01월 17일,"12,000원","12,000"
신라왕릉 이야기,경주시니어클럽 경주이야기 사업단 저,정림사,2023년 12월 19일,"14,000원","14,000"
신앙,무라타 사야카 저/김재원 역,은행나무,2024년 01월 17일,"15,000원","13,500"
탕탕평평,국립중앙박물관 저,그라픽네트,2023년 12월 08일,"30,000원","30,000"
회귀자의 슬기로운 투자생활 12,텀블러 저,영상노트,2023년 12월 20일,"9,000원","8,100"
인류최강 남사친 9,건드리고고 저,영상노트,2023년 12월 20일,"9,000원","8,100"
"안녕, 둔촌주공아파트 5","이인규, 라야 저",마을에숨어,2023년 11월 03일,"16,800원","15,120"
나도 최고가 되고 싶어요,앨리슨 워치 글/패트리스 바톤 그림/천미나 역,책과콩나무,2024년 01월 15일,"14,000원","12,600"
고부공감,"황영자, 권세연 저",대경북스,2024년 01월 15일,"16,800원","15,120"
4평이면 충분하다,우창균 저,블랙피쉬,2024년 01월 16일,"17,500원","15,750"
도플갱어 살인사건,애슐리 칼라지언 블런트 저/남소현 역,북플라자,2024년 01월 17일,"16,800원","15,120"
2024 김유향 기본강의 헌법,김광재 저,윌비스,2024년 01월 26일,"72,000원","72,000"
단식에 대한 첫째 설교 외,대 바실리우스 저/노성기 역,분도출판사,2024년 01월 04일,"8,000원","7,600"
첫째 호교론 둘째 호교론 유대인 트리폰과의 대화,유스티누스 저/안소근 역,분도출판사,2024년 01월 04일,"10,000원","9,500"
알려진 세계,에드워드 P. 존스 저/이승학 역,섬과달,2024년 01월 20일,"21,000원","18,900"
2024 법원직 W 지문연습 민법,김동진 편저,윌비스,2024년 01월 19일,"49,000원","44,100"
중고나라 선녀님,허태연 저,놀,2024년 01월 17일,"17,500원","15,750"
무문관,오현 역해,불교시대사,2015년 05월 15일,"20,000원","18,000"
크메르어(캄보디아어)-한국어 대조성경 (개역개정판/대/단본/무색인/비닐/NKKH82DI/검정),편집부 저,대한성서공회,2023년 10월 30일,"30,000원","30,000"
포스트제국의 심상공간과 문학,"오타 나나코, 황익구, 허이린, 이타카 신고, 김경옥 저 외 7명 정보 더 보기/감추기",소명출판,2023년 10월 30일,"34,000원","32,300"
국민을 위한 국민연금은 없다,"유원중, 원종현, 김우창 저",더숲,2024년 02월 07일,"18,000원","16,200"
편지로 본 조선 선비의 일상 1,단국대학교 한중관계연구소 저,다운샘,2024년 01월 08일,"25,000원","25,000"
편지로 본 조선 선비의 일상 2,단국대학교 한중관계연구소 저,다운샘,2024년 01월 08일,"21,000원","21,000"
역주 의례주소 사상견례,정병섭 저,학고방,2023년 12월 31일,"40,000원","40,000"
2024 전기기능사 필기,"원규식, 정원택, 이대우 공저",엔플북스,2024년 01월 25일,"26,000원","23,400"
평온한 수학을 꿈꾸는 너에게,김현주 저,교우사(오판근),2024년 01월 15일,"13,000원","13,000"
한국 도시의 미래,김시덕 저,포레스트북스,2024년 01월 17일,"25,000원","22,500"
국가전문자격 손해평가사 1차 단원별 기출문제 정복하기,(재)한국산업교육원손해평가연구회 편저,범론사,2024년 01월 20일,"27,000원","24,300"
붓펜으로 쉽게 배우는 한글 캘리그라피,박효지 저,단한권의책,2024년 01월 31일,"16,800원","15,120"
언데드 언럭 18,토즈카 요시후미 글그림,대원,2024년 01월 29일,"5,500원","4,950"
원티드 WANTED!,오다 에이이치로 글그림,대원,2024년 01월 25일,"6,000원","5,400"
2024 산업안전산업기사 필기 기출문제,김응주 편저,책과상상(행복한상상),2024년 01월 20일,"25,000원","22,500"
우주에서 본 한반도,임철희 저,21세기북스,2024년 01월 15일,"18,000원","16,200"
2024 산업안전기사 필기 기출문제,김응주 편저,책과상상(행복한상상),2024년 01월 20일,"27,000원","24,300"
부자아빠의 돈 공부,이용기 저,동양북스(동양books),2024년 01월 24일,"17,500원","15,750"
미라클모닝 확장판,할 엘로드 저/윤영삼 역,한빛비즈,2024년 01월 25일,"19,500원","17,550"
처음 만나는 자폐,박재용 저,이상북스,2024년 01월 17일,"17,000원","15,300"
테레사의 오리무중,박지영 저,자음과모음,2024년 01월 15일,"14,000원","12,600"
별빛 창창,설재인 저,밝은세상,2024년 01월 17일,"16,800원","15,120"
꾀병 사용법,정연철 글/이명하 그림,길벗어린이,2024년 01월 30일,"15,000원","14,250"
"주 예수여, 오시옵소서",존 파이퍼 저,개혁된실천사,2024년 01월 12일,"20,000원","19,000"
당신의 마지막 모습을 기억하기 위해,임종학 저,시커뮤니케이션,2024년 01월 01일,"16,000원","15,200"
예루살렘에서 히브리적 관점으로 읽는 출애굽기,"육에녹, 백에스더 저",진리의집,2024년 01월 06일,"25,000원","23,750"
쿤달리니 요가 핵심 노하우,"신영호, 임지혜 저",이스턴드래곤,2024년 01월 17일,"27,000원","24,300"
의약품 허가 후 제조방법 변경관리 가이드라인 & 질의응답집,식품의약품안전처 식품의약품안전평가원 저,진한엠앤비,2024년 01월 12일,"10,000원","9,500"
쓰레기는 쓰레기통에! 5~6 한정판 세트,EDDiERiNG 글그림,재담북스,2023년 12월 15일,"58,000원","52,200"
대한민국이 사라진다,김상진 저,퍼블리터,2024년 01월 07일,"15,000원","13,500"
2024 행정사 2차 시험 과목별 출제 예상 논술 약술 모음집,이준희 편저,법학사,2024년 01월 12일,"36,000원","36,000"
쓰레기는 쓰레기통에! 6,EDDiERiNG 글그림,재담북스,2023년 12월 15일,"15,000원","13,500"
2024 의료제품 개발 상담사례집,식품의약품안전처 식품의약품안전평가원 저,진한엠앤비,2024년 01월 12일,"23,000원","21,850"
쓰레기는 쓰레기통에! 5,EDDiERiNG 글그림,재담북스,2023년 12월 15일,"15,000원","13,500"
퀴팅,줄리아 켈러 저/박지선 역,다산북스,2024년 01월 17일,"18,000원","16,200"
하루 하나 꺼내 먹는 따라 쓰기 3권 세트,"에듀스토리, 우당탕실험실 글/황재윤 그림",마카롱플러스미디어,2024년 01월 15일,"36,000원","32,400"
2024 위생용품 안전관리 지침,식품의약안전평가원 저,진한엠앤비,2024년 01월 12일,"20,000원","19,000"
알가공업 위생관리 가이드,식품의약안전평가원 저,진한엠앤비,2024년 01월 12일,"23,000원","21,850"
노동경제학 이론편,송명진 편저,법학사,2024년 01월 13일,"35,000원","35,000"
2024 식품의약품 통계연보,식품의약안전평가원 저,진한엠앤비,2024년 01월 12일,"78,000원","74,100"
불가사의한 아메리카,"하시즈메 다이사부로, 오사와 마사치 저/김해식 역",북&월드,2024년 01월 25일,"18,000원","16,200"
2024 식품안전관리지침,식품의약안전평가원 저,진한엠앤비,2024년 01월 12일,"70,000원","66,500"
슬기로운 세무사 행정소송법 적중 종합문풀 객관식 문제집,문일 편저,배움,2024년 01월 15일,"22,000원","20,900"
담배 분석법 담배 및 주류연 성분 분석법,식품의약안전평가원 저,진한엠앤비,2024년 01월 12일,"25,000원","23,750"
하나님 백성의 세대 계승,유요한 저,동연출판사,2023년 12월 23일,"17,000원","15,300"
칼 바르트와 공공신학,임창세 저,동연출판사,2023년 12월 27일,"38,000원","34,200"
예수를 따른다는 것의 의미,낸시 엘리자베스 베드포드 저/최유진 역,동연출판사,2024년 01월 10일,"12,000원","10,800"
"데이터에서 비즈니스 성과로, BI를 위한 대시보드 설계와 구축","이케다 슌스케, 후지이 아츠코, 사쿠라이 마사노부, 하나오카 아키라 저/김성준 역",프리렉,2024년 01월 24일,"23,000원","20,700"
Go Go 카카오프렌즈 자연탐사 6 로키산맥 숲,조주희 글/김정한 그림/김미영 기획,아울북,2024년 01월 17일,"14,800원","13,320"
산돌의 아침,"김종수, 김경희 저",동연출판사,2023년 12월 29일,"19,000원","17,100"
시니어 하우징 디자인,"마크 틸던, 송 첸 공저 / 이경회, 김성완 공역",한국환경건축연구원,2023년 12월 11일,"43,000원","43,000"
"마을에서 만난 예수, 함께 만드는 사회연대경제","오세향, 이원돈, 임종한 저",동연출판사,2024년 01월 07일,"30,000원","27,000"
비사벌에는 달 냄새가 난다,김현조 저,현대시학사,2023년 12월 12일,"12,000원","10,800"
운의 과학,나카노 노부코 저/황세정 역,로크미디어,2024년 01월 19일,"16,800원","15,120"
대단한 아침,이영림 글그림,파란자전거,2024년 01월 15일,"16,000원","14,400"
분산 컴퓨팅,윤영 저,길벗캠퍼스,2024년 01월 31일,"29,800원","29,800"
게임 디자인&페이퍼 프로토타입,이은정 저,길벗캠퍼스,2024년 01월 15일,"27,000원","27,000"
Must Have 코드팩토리의 플러터 프로그래밍,최지호 저,골든래빗,2024년 02월 01일,"44,000원","39,600"
교차와 접합의 지,"오타 오사무, 박삼헌, 김인수, 조수일, 홍종욱 저 외 2명 정보 더 보기/감추기",소명출판,2023년 12월 31일,"31,000원","29,450"
머나먼 산들,이즈미 세이이치 저/김영수 역,소명출판,2024년 01월 20일,"22,000원","20,900"
한권으로 끝내는 주택상가임대차보호법 분쟁실무,김동근 저/정동근 감수,법률출판사,2024년 02월 25일,"43,000원","43,000"
"다니엘과 세친구, 그리고 요엘·아모스",장재명 저,열린서원,2023년 12월 29일,"25,000원","23,750"
아기 고래 한 마리가,매기 리 글그림/이현아 역,반출판사,2024년 02월 01일,"16,000원","14,400"
손유영의 고양이 한국화첩,손유영 저,야옹서가,2024년 01월 17일,"25,000원","22,500"
작은 꿀벌 한 마리가,매기 리 글그림/이현아 역,반출판사,2024년 02월 01일,"16,000원","14,400"
다시 만난 독립영화 vol.6,"최정현, 이용배, 김현주, 안재훈 저",한국독립영화협회,2023년 11월 30일,"18,000원","17,100"
2024 신재생에너지 발전설비(태양광) 기능사 실기,봉우근 편저,엔트미디어,2024년 02월 15일,"27,000원","24,300"
데이터에 기반한 입법평가 (V),"정상우, 이민솔, 임지혜 공저",한국법제연구원,2023년 09월 30일,"9,000원","9,000"
어쩌면 행복은,아리아나 파피니 글그림/김지연 역,반출판사,2023년 12월 01일,"16,000원","14,400"
2024 마스터 신재생에너지 발전설비(태양광)산업기사 실기,봉우근 편저,엔트미디어,2024년 02월 15일,"33,000원","29,700"
"2024 세금 및 경리회계, 창업세무. 근로기준법, 노무, 4대보험",이진규 저,경영정보사,2024년 01월 05일,"33,000원","29,700"
CUTY 지구과학 WORKBOOK,김석빈 편저,에듀비,2024년 01월 06일,"20,000원","20,000"
봄·여름·가을·겨울 평화의 시,박신배 저,열린서원,2024년 01월 05일,"13,000원","12,350"
에스페란토 문답집,루도비코 라자로 자멘호프 저/박기완 역,진달래출판사,2024년 01월 16일,"20,000원","18,000"
CUTY 지구과학 기본개념서,김석빈 편저,에듀비,2024년 01월 06일,"11,000원","11,000"
설교와 설교자,마틴 로이드 존스 저/정근두 역,복있는사람,2012년 04월 05일,"30,000원","28,500"
강철멘탈,이현철 저,새벽산책,2024년 01월 18일,"20,000원","18,000"
2024 EBS 손평하나 손해평가사 정석 1차 이론서,한치영 저,손평하나,2024년 01월 10일,"28,000원","25,200"
"하나님의 모략, 이후","달라스 윌라드, 게리 블랙 Jr. 저/윤종석 역",복있는사람,2015년 07월 20일,"25,000원","22,500"
2024 법인관리 & 세금폭탄 사례 가산세 세무실무 & 절세전략,이진규 저,경영정보사,2024년 01월 05일,"43,000원","38,700"
2024 해커스경찰 박철한 경찰헌법 실전동형모의고사 16회분,박철한 편저,해커스경찰,2024년 01월 18일,"24,000원","21,600"
자연 과학에 대한 새로운 접근 I : 광학,루돌프 슈타이너 저/최혜경 역,푸른씨앗,2024년 01월 25일,"25,000원","23,750"
대화형 인공지능을 활용한 정부지원 사업계획서 작성법,"김상미, 정원훈 저",엘프린트,2024년 01월 10일,"23,000원","20,700"
발이 바닥에 닿을까요?,리우쉬궁 글/남은숙 역,하우,2024년 01월 04일,"14,000원","12,600"
"법인관리, 세무컨설팅, 이익배당, 핵심 세무, 법인의 부동산 세무",이진규 저,경영정보사,2024년 01월 05일,"30,000원","27,000"
"푸바오, 언제나 사랑해",에버랜드 동물원 글그림/강철원 글/류정훈 사진,시공주니어,2024년 01월 25일,"23,000원","20,700"
알렉스 피아노 연주곡집 매직 포레스트,조영준 저,세광음악출판사,2024년 01월 12일,"10,000원","9,000"
화성에서 온 실용 화성학,배장은 편저,세광음악출판사,2024년 01월 12일,"20,000원","18,000"
똑똑한 사람은 어떻게 생각하고 질문하는가,이시한 저,북플레저,2024년 01월 24일,"19,800원","17,820"
산책하며 나눈 세상 이야기,이형철 저,북스힐,2024년 01월 15일,"15,000원","14,250"
아름다운 낙원,양현아 글그림,창조와지식,2023년 12월 26일,"18,000원","16,200"
사회조사와 한국적인 것의 탄생,"김인수, 이영진 저",소명출판,2024년 01월 20일,"22,000원","20,900"
늪지대 아리랑,"천광노, 박길림 저",한국학술정보,2024년 01월 19일,"30,000원","28,500"
수를 사랑하게 만드는 신기한 규칙,김화영 저,자음과모음,2024년 01월 22일,"14,800원","13,320"
"곰팡이, 가장 작고 은밀한 파괴자들",에밀리 모노선 저/김희봉 역,반니,2024년 01월 22일,"22,000원","19,800"
"아트프레너, 창작을 파는 힘",미리엄 슐먼 저/이재경 역,반니,2024년 01월 18일,"20,000원","18,000"
2024 신재생에너지 발전설비(태양광) 산업기사 실기,태양광발전연구회 저,동일출판사,2024년 02월 15일,"28,000원","25,200"
살아있는 노래,심현철 저,실천(도서출판),2024년 01월 10일,"12,000원","11,400"
2024 해커스 공인중개사 1차 3일완성 계산문제집 부동산학개론,"신관식, 해커스 공인중개사시험 연구소 편저",해커스 공인중개사,2024년 01월 22일,"17,000원","15,300"
하나님 나라의 윤리,"데이비드 거쉬, 글렌 스타센 저/박규태 역",비아토르,2024년 01월 23일,"39,800원","35,820"
알기쉬운 전자회로,"김영태, 박구범, 오원석 저",복두출판사,2024년 01월 15일,"28,000원","28,000"
닌텐도 다이어리,조경숙 저,이김,2024년 01월 22일,"16,800원","15,960"
기초탄탄 한글공부 1,편집부 저,현보문화(Hyunbo),2024년 01월 12일,"14,000원","12,600"
기초탄탄 한글공부 3,편집부 저,현보문화(Hyunbo),2024년 01월 12일,"14,000원","12,600"
교회 안의 작은 교회 이야기,김종우 저,코이디아,2024년 01월 10일,"12,000원","11,400"
"2024 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화 (1,2,3급)",최태성 저,이투스북,2024년 01월 17일,"19,500원","17,550"
아흔 이후 2,박종대 저,책만드는집,2024년 01월 10일,"10,000원","9,000"
2024 노동법 쟁점정리 노트,이수진 편저,경연,2024년 01월 17일,"24,000원","22,800"
뽀로로 유아 백과,편집부 저,키즈아이콘,2024년 01월 12일,"11,000원","9,900"
2024 문동균 한국사 문단속 적중 최종 병기 FINAL 모의고사,문동균 편저,에스티유니타스,2024년 01월 23일,"14,000원","12,600"
도전! 역사 1000제,금성출판사 역사연구개발팀 저,금성출판사,2024년 01월 02일,"9,000원","8,100"
플나나 농장의 휴식,선자은 저,미래인,2024년 01월 25일,"13,500원","12,150"
채수정의 적벽가 톺아보기,채수정 저,민속원,2024년 01월 13일,"78,000원","78,000"
2024 내일은 SQL 개발자,박부창 저,김앤북,2024년 01월 12일,"24,000원","22,800"
요즘 입술,안이숲 저,실천문학사,2023년 12월 31일,"10,000원","9,000"
2024 초격차 소방설비기사·산업기사 실기기계,"황모아, 이지원 저",(주)모아팩토리,2024년 01월 15일,"37,000원","33,300"
2024 초격차 소방설비기사·산업기사 실기전기,"황모아, 오민정 저",(주)모아팩토리,2024년 01월 15일,"37,000원","33,300"
하늘 시계 작동 중,김미라 글 / 김동영 그림,청개구리(청동거울),2023년 09월 29일,"12,500원","11,250"
벌써 다 온 건 아니겠죠?,마리 앤드류 저,오트(AUGHT),2023년 11월 29일,"28,000원","25,200"
짱뚱이의 시골생활 1~6 세트 (전6권),"오진희 (지은이), 신영식 (그림) / 파랑새",파랑새,2023년 10월 04일,"78,000원","70,200"
반도체 제국의 미래,정인성 저,이레미디어,2024년 02월 09일,"22,000원","19,800"
귀신고래 대미의 모험,김명희 글/이윤정 그림,책고래출판사,2024년 01월 22일,"15,000원","13,500"
회사에서 이커머스를 시작합니다,한이룸 저,디지털북스,2024년 01월 25일,"20,000원","18,000"
나는 훌라댄스 강사입니다,김경부 저,생각의빛,2024년 01월 30일,"14,500원","13,050"
오목오목 명작 그림책 빨간 모자 + 아기 돼지 삼 형제 + 백설 공주 세트 (전3권),"그자비에 드뇌 (지은이), 안수연 (옮긴이) / 보림",보림(전집),2023년 07월 03일,"66,000원","59,400"
상대성이론의 빈틈,남희철 저,문학공원,2023년 12월 19일,"12,000원","12,000"
호기심이 만드는 과학자들,사스키아 귄 글/아나 알베로 그림/김배경 역,책속물고기,2024년 01월 05일,"14,000원","12,600"
나는 저자에게 물었다,김복순 저,홍영사,2024년 01월 15일,"17,000원","15,300"
패스 건설기계정비기능사 필기,"김인호, 유인재, 류상렬, 신영철 저",골든벨,2024년 01월 10일,"23,000원","20,700"
2024 에듀윌 경비지도사 1차 기본서 세트,"여성곤, 임지수 편저",에듀윌,2024년 01월 03일,"60,000원","54,000"
단계 영어 어린 왕자,앙투안 드 생텍쥐페리 저/스티브 오 역,동행,2024년 01월 10일,"18,800원","16,920"
2024 산업안전보건법령집,한국정책연구원 편,건설정보사,2024년 01월 12일,"50,000원","47,500"
5시 고양이,이향안 글/김주경 그림,아이음,2024년 01월 17일,"13,000원","11,700"
사람냄새 나는 정상모,정상모 저,지식과감성#,2024년 01월 02일,"25,000원","22,500"
2024 전기기사 필기 CBT 시험대비 블랙박스 세트,"이승원, 김승철, 윤종식 공저",한솔아카데미,2024년 01월 30일,"42,000원","37,800"
처음 만나는 미술사 수업,"김민정, 김성규, 조혜원, 한충희 저",학교도서관저널,2024년 01월 15일,"18,000원","16,200"
